Index,Value
335,7
336,6
337,9
338,6
339,7
340,5
341,6
342,5
343,6
344,8
345,7
346,7
347,8
348,8
349,7
350,9
351,4
352,7
353,7
354,8
355,5
356,7
357,6
358,7
359,6
360,5
361,6
362,8
363,5
364,4
365,7
366,6
367,3
368,7
369,7
370,6
371,9
372,6
373,5
374,5
375,6
376,8
377,6
378,5
379,8
380,6
381,6
382,4
383,9
384,5
385,3
386,6
387,6
388,6
389,6
390,7
391,6
392,2
393,7
394,5
395,4
396,7
397,5
398,7
399,2
400,5
401,6
402,4
403,7
404,9
405,6
406,5
407,3
408,8
409,6
410,6
411,4
412,6
413,4
414,8
415,6
416,7
417,5
418,5
419,9
420,6
421,7
422,6
423,7
424,7
425,4
426,8
427,5
428,7
429,7
430,2
431,6
432,7
433,5
434,7
435,6
436,6
437,4
438,3
439,8
440,8
441,6
442,6
443,7
444,8
445,6
446,6
447,6
448,5
449,5
450,6
451,5
452,8
453,4
454,5
455,7
456,5
457,4
458,6
459,7
460,7
461,5
462,6
463,9
464,5
465,3
466,4
467,6
468,8
469,6
470,6
471,7
472,4
473,3
474,5
475,7
476,5
477,5
478,5
479,3
480,5
481,7
482,7
483,7
484,8
485,8
486,6
487,8
488,5
489,6
490,8
491,6
492,10
493,7
494,6
495,5
496,5
497,6
498,3
499,4
500,6
501,3
502,7
503,3
504,5
505,8
506,6
507,6
508,5
509,7
510,7
511,6
512,9
513,4
514,4
515,7
516,7
517,6
518,4
519,5
520,7
521,6
522,6
523,8
524,4
525,5
526,4
527,7
528,6
529,6
530,7
531,3
532,6
533,5
534,7
535,4
536,5
537,5
538,8
539,7
540,4
541,7
542,5
543,5
544,5
545,5
546,3
547,5
548,8
549,8
550,6
551,5
552,8
553,4
554,4
555,8
556,5
557,5
558,6
559,4
560,4
561,7
562,7
563,5
564,7
565,6
566,5
567,6
568,8
569,4
570,7
571,7
572,3
573,8
574,5
575,4
576,5
577,8
578,5
579,7
580,5
581,7
582,4
583,9
584,6
585,6
586,9
587,5
588,5
589,8
590,5
591,9
592,9
593,7
594,5
595,6
596,5
597,6
598,7
599,6
600,7
601,4
602,6
603,7
604,4
605,5
606,9
607,7
608,4
609,9
610,7
611,5
612,6
613,5
614,8
615,5
616,6
617,7
618,3
619,5
620,6
621,9
622,6
623,6
624,6
625,6
626,7
627,6
628,5
629,6
630,2
631,7
632,7
633,5
634,4
635,6
636,6
637,6
638,7
639,7
640,6
641,7
642,3
643,4
644,7
645,5
646,6
647,5
648,4
649,4
650,6
651,6
652,9
653,6
654,8
655,5
656,5
657,4
658,3
659,7
660,6
661,6
662,5
663,4
664,5
665,7
666,3
667,7
668,4
669,8
670,5
671,2
672,9
673,5
674,2
675,5
676,8
677,8
678,8
679,8
680,5
681,5
682,6
683,9
684,5
685,4
686,7
687,6
688,5
689,5
690,5
691,4
692,7
693,7
694,6
695,5
696,4
697,8
698,6
699,8
700,7
701,7
702,5
703,7
704,6
705,4
706,4
707,3
708,5
709,6
710,8
711,5
712,7
713,5
714,5
715,6
716,5
717,6
718,5
719,8
720,5
721,4
722,7
723,4
724,7
725,4
726,6
727,7
728,6
729,7
730,5
731,4
732,7
733,5
734,4
735,7
736,4
737,8
738,8
739,5
740,5
741,5
742,8
743,7
744,4
745,8
746,6
747,6
748,3
749,8
750,7
751,5
752,5
753,6
754,5
755,7
756,6
757,5
758,5
759,5
760,6
761,7
762,7
763,2
764,8
765,8
766,5
767,7
768,4
769,3
770,7
771,7
772,4
773,5
774,3
775,5
776,4
777,5
778,7
779,7
780,4
781,5
782,7
783,9
784,5
785,9
786,8
787,4
788,8
789,7
790,6
791,6
792,6
793,6
794,4
795,6
796,6
797,9
798,7
799,7
800,4
801,7
802,9
803,6
804,5
805,7
806,8
807,6
808,8
809,9
810,8
811,2
812,5
813,7
814,6
815,4
816,4
817,7
818,6
819,6
820,6
821,7
822,5
823,7
824,6
825,6
826,7
827,8
828,6
829,7
830,8
831,5
832,5
833,7
834,6
835,6
836,5
837,4
838,7
839,6
840,8
841,7
842,5
843,5
844,7
845,6
846,5
847,6
848,6
849,7
850,6
851,8
852,5
853,6
854,6
855,7
856,9
857,5
858,6
859,3
860,4
861,5
862,4
863,6
864,6
865,7
866,4
867,7
868,5
869,8
870,4
871,7
872,8
873,6
874,7
875,3
876,5
877,7
878,6
879,4
880,7
881,7
882,5
883,6
884,7
885,5
886,6
887,6
888,8
889,7
890,9
891,2
892,4
893,5
894,4
895,6
896,9
897,6
898,8
899,7
900,4
901,4
902,6
903,6
904,7
905,5
906,4
907,5
908,5
909,5
910,7
911,6
912,6
913,4
914,7
915,8
916,5
917,6
918,4
919,7
920,3
921,10
922,5
923,6
924,4
925,9
926,8
927,8
928,7
929,8
930,7
931,4
932,8
933,5
934,5
935,6
936,6
937,8
938,8
939,6
940,8
941,6
942,8
943,2
944,8
945,8
946,9
947,5
948,6
949,6
950,3
951,6
952,5
953,6
954,5
955,3
956,4
957,8
958,5
959,4
960,6
961,4
962,9
963,6
964,9
965,6
966,5
967,7
968,8
969,5
970,7
971,5
972,6
973,5
974,4
975,4
976,4
977,8
978,6
979,6
980,6
981,4
982,4
983,4
984,6
985,6
986,8
987,6
988,4
989,6
990,5
991,7
992,8
993,4
994,6
995,7
996,6
997,8
998,7
999,7
1000,7
